<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SBER;5;20260301;152000;315.03;315.04;315;315.02;4006
SBER;5;20260301;152500;315.02;315.04;315;315.04;2659
SBER;5;20260301;153000;315.04;315.04;315.03;315.03;6253
SBER;5;20260301;153500;315.03;315.04;315.03;315.04;8301
SBER;5;20260301;154000;315.04;315.04;315;315.04;7319
SBER;5;20260301;154500;315.04;315.04;315;315.03;3312
SBER;5;20260301;155000;315.03;315.03;314.97;314.99;7480
SBER;5;20260301;155500;314.99;314.99;314.96;314.98;3671
SBER;5;20260301;160000;314.98;314.98;314.9;314.96;12651
SBER;5;20260301;160500;314.96;315.01;314.76;314.89;23855
SBER;5;20260301;161000;314.81;314.91;314.81;314.82;3413
SBER;5;20260301;161500;314.82;314.88;314.77;314.83;2006
SBER;5;20260301;162000;314.83;314.83;314.65;314.7;38504
SBER;5;20260301;162500;314.69;314.7;314.65;314.66;10246
SBER;5;20260301;163000;314.7;314.74;314.5;314.7;54409
SBER;5;20260301;163500;314.68;314.68;314.5;314.58;13305
SBER;5;20260301;164000;314.61;314.61;314.5;314.58;8813
SBER;5;20260301;164500;314.6;314.6;314.51;314.59;12372
SBER;5;20260301;165000;314.57;314.59;314.2;314.44;90398
SBER;5;20260301;165500;314.43;314.44;314.2;314.31;23522
SBER;5;20260301;170000;314.31;314.69;314.3;314.66;19669
SBER;5;20260301;170500;314.65;314.71;314.38;314.51;115360
SBER;5;20260301;171000;314.51;314.65;314.5;314.62;15022
SBER;5;20260301;171500;314.63;314.63;314.44;314.45;20359
SBER;5;20260301;172000;314.45;314.5;314.44;314.5;9164
SBER;5;20260301;172500;314.5;314.5;314.4;314.42;19852
SBER;5;20260301;173000;314.41;314.46;314.41;314.44;17984
SBER;5;20260301;173500;314.44;314.45;314.44;314.45;3224
SBER;5;20260301;174000;314.45;314.77;314.45;314.77;23933
SBER;5;20260301;174500;314.77;314.81;314.63;314.74;5209
SBER;5;20260301;175000;314.75;314.79;314.65;314.77;5661
SBER;5;20260301;175500;314.77;314.81;314.77;314.8;3819
SBER;5;20260301;180000;314.81;314.81;314.77;314.8;3318
SBER;5;20260301;180500;314.77;314.83;314.77;314.83;11794
SBER;5;20260301;181000;314.83;314.83;314.63;314.67;15968
SBER;5;20260301;181500;314.62;314.7;314.62;314.65;5548
SBER;5;20260301;182000;314.63;314.67;314.56;314.67;13937
SBER;5;20260301;182500;314.67;314.87;314.62;314.78;43430
SBER;5;20260301;183000;314.85;314.87;314.71;314.72;14944
SBER;5;20260301;183500;314.73;314.88;314.72;314.84;15620
SBER;5;20260301;184000;314.83;314.96;314.83;314.92;17882
SBER;5;20260301;184500;314.92;315;314.87;314.89;16274
SBER;5;20260301;185000;314.87;315.02;314.86;315.02;86591
SBER;5;20260301;185500;315.01;315.01;315;315;69372
SBER;5;20260302;070000;315.06;315.4;315;315.09;216217
SBER;5;20260302;070500;315.07;315.1;314.67;314.71;103227
SBER;5;20260302;071000;314.75;314.91;314.75;314.75;30764
SBER;5;20260302;071500;314.75;314.9;314.71;314.9;34970
SBER;5;20260302;072000;314.89;315.08;314.89;315.03;60997
SBER;5;20260302;072500;315.02;315.03;314.8;314.81;68803
SBER;5;20260302;073000;314.81;314.82;314.61;314.65;27469
SBER;5;20260302;073500;314.68;314.8;314.61;314.62;22991
SBER;5;20260302;074000;314.62;314.89;314.6;314.71;74434
SBER;5;20260302;074500;314.72;314.73;314.63;314.66;41980
SBER;5;20260302;075000;314.7;314.83;314.62;314.73;33106
SBER;5;20260302;075500;314.72;314.77;314.64;314.72;12229
SBER;5;20260302;080000;314.71;314.73;314.6;314.67;24397
SBER;5;20260302;080500;314.67;314.72;314.53;314.53;23541
SBER;5;20260302;081000;314.61;314.69;314.52;314.67;22904
SBER;5;20260302;081500;314.67;314.73;314.57;314.73;15402
SBER;5;20260302;082000;314.71;314.73;314.26;314.37;100017
SBER;5;20260302;082500;314.37;314.67;314.29;314.65;31062
SBER;5;20260302;083000;314.65;314.67;314.53;314.6;21172
SBER;5;20260302;083500;314.65;314.67;314.41;314.5;34688
SBER;5;20260302;084000;314.49;314.67;314.48;314.67;131919
SBER;5;20260302;084500;314.67;314.76;314.66;314.76;16372
SBER;5;20260302;085000;314.76;314.99;314.75;314.85;78580
SBER;5;20260302;085500;314.9;315.12;314.86;315.08;51485
SBER;5;20260302;090000;315.09;315.09;314.36;314.41;309148
SBER;5;20260302;090500;314.41;314.46;314.08;314.27;216979
SBER;5;20260302;091000;314.26;314.28;314.17;314.28;248484
SBER;5;20260302;091500;314.27;314.42;314.27;314.28;83121
SBER;5;20260302;092000;314.28;314.42;314.17;314.41;39231
SBER;5;20260302;092500;314.41;314.42;314.13;314.18;54185
SBER;5;20260302;093000;314.16;314.35;314.04;314.3;123256
SBER;5;20260302;093500;314.25;314.27;314;314.01;237870
SBER;5;20260302;094000;314.03;314.04;313.6;313.68;414741
SBER;5;20260302;094500;313.61;313.64;312.62;313.06;906403
SBER;5;20260302;095000;313.06;313.06;312.7;312.95;485279
SBER;5;20260302;095500;312.95;313;312.65;312.76;332230
SBER;5;20260302;100000;312.75;312.96;312.55;312.56;715732
SBER;5;20260302;100500;312.61;313.31;312.4;313.26;662211
SBER;5;20260302;101000;313.26;313.35;313.02;313.32;249026
SBER;5;20260302;101500;313.34;313.52;313.13;313.51;550063
SBER;5;20260302;102000;313.51;313.73;313.45;313.55;452971
SBER;5;20260302;102500;313.57;313.62;313.46;313.53;433898
SBER;5;20260302;103000;313.55;313.62;313.5;313.56;207482
SBER;5;20260302;103500;313.56;313.76;313.48;313.76;318446
SBER;5;20260302;104000;313.76;313.82;313.5;313.56;141742
SBER;5;20260302;104500;313.56;314.04;313.53;314.04;136341
SBER;5;20260302;105000;314.04;314.09;313.86;313.95;195764
SBER;5;20260302;105500;313.95;314.17;313.84;314.17;239208
SBER;5;20260302;110000;314.16;314.4;314.13;314.15;268023
SBER;5;20260302;110500;314.14;314.2;314.1;314.12;117477
SBER;5;20260302;111000;314.12;314.22;314.11;314.2;191363
SBER;5;20260302;111500;314.21;314.82;314.19;314.77;163292
SBER;5;20260302;112000;314.77;314.81;314.51;314.58;255650
SBER;5;20260302;112500;314.59;314.62;314.3;314.3;165771
SBER;5;20260302;113000;314.3;314.3;314.25;314.3;100651
SBER;5;20260302;113500;314.29;314.48;314.28;314.42;147539
SBER;5;20260302;114000;314.42;314.42;314.26;314.31;115447
SBER;5;20260302;114500;314.31;314.46;314.26;314.34;84120
SBER;5;20260302;115000;314.34;314.38;314.26;314.28;84324
SBER;5;20260302;115500;314.32;314.32;314.2;314.23;181216
SBER;5;20260302;120000;314.27;314.27;314;314.06;181022
SBER;5;20260302;120500;314.06;314.26;313.9;314.21;133812
SBER;5;20260302;121000;314.22;314.24;314.03;314.13;57722
SBER;5;20260302;121500;314.12;314.16;313.99;314;100908
SBER;5;20260302;122000;314.01;314.28;313.89;314.19;132518
SBER;5;20260302;122500;314.19;314.19;313.99;314.08;33748
SBER;5;20260302;123000;314.07;314.21;314;314.02;59891
SBER;5;20260302;123500;314.01;314.22;314;314.21;28809
SBER;5;20260302;124000;314.2;314.29;314.16;314.26;52500
SBER;5;20260302;124500;314.27;314.53;314.21;314.51;106354
SBER;5;20260302;125000;314.52;314.55;314.37;314.42;128587
SBER;5;20260302;125500;314.41;314.64;314.39;314.64;77232
SBER;5;20260302;130000;314.64;314.65;314.21;314.27;80718
SBER;5;20260302;130500;314.28;314.41;314.17;314.32;37033
SBER;5;20260302;131000;314.32;314.33;314.09;314.12;49760
SBER;5;20260302;131500;314.12;314.21;314;314.14;108382
SBER;5;20260302;132000;314.13;314.21;313.87;313.93;56360
SBER;5;20260302;132500;313.91;313.97;313.87;313.91;39668
SBER;5;20260302;133000;313.91;314.11;313.8;314.04;180053
SBER;5;20260302;133500;314.04;314.26;314.04;314.25;31775
SBER;5;20260302;134000;314.24;314.27;314.04;314.09;65909
SBER;5;20260302;134500;314.09;314.24;314.08;314.24;21225
SBER;5;20260302;135000;314.24;314.31;314.19;314.27;46806
SBER;5;20260302;135500;314.27;314.4;314.07;314.36;74358
SBER;5;20260302;140000;314.36;314.48;314.31;314.48;64756
SBER;5;20260302;140500;314.47;314.49;314.46;314.48;83080
SBER;5;20260302;141000;314.47;314.48;314.35;314.45;92538
SBER;5;20260302;141500;314.45;314.79;314.44;314.73;204209
SBER;5;20260302;142000;314.74;314.74;314.48;314.53;63641
SBER;5;20260302;142500;314.5;314.57;314.49;314.51;28633
SBER;5;20260302;143000;314.51;314.53;314.3;314.34;66620
SBER;5;20260302;143500;314.33;314.35;314.3;314.31;45944
SBER;5;20260302;144000;314.31;314.34;314.21;314.22;117121
SBER;5;20260302;144500;314.21;314.27;313.79;313.97;251750
SBER;5;20260302;145000;313.99;314.2;313.85;314.01;141873
SBER;5;20260302;145500;314.04;314.17;313.94;313.95;56216
SBER;5;20260302;150000;313.95;314.04;313.87;313.97;73029
SBER;5;20260302;150500;313.97;314.1;313.92;314.04;71003
SBER;5;20260302;151000;314.04;314.06;313.84;313.86;82968
SBER;5;20260302;151500;313.87;314.16;313.85;314.11;62434
SBER;5;20260302;152000;314.11;314.49;314.1;314.2;122809
SBER;5;20260302;152500;314.21;314.48;314.16;314.46;53602
SBER;5;20260302;153000;314.46;314.48;314.21;314.26;82316
SBER;5;20260302;153500;314.24;314.28;314.05;314.13;84431
SBER;5;20260302;154000;314.14;314.29;314.11;314.2;43653
SBER;5;20260302;154500;314.19;314.6;314.17;314.18;106026
SBER;5;20260302;155000;314.19;314.34;314.17;314.25;55722
SBER;5;20260302;155500;314.25;314.61;314.21;314.46;113126
SBER;5;20260302;160000;314.46;314.46;314.26;314.41;82530
SBER;5;20260302;160500;314.41;314.43;314.31;314.32;80229
SBER;5;20260302;161000;314.32;314.32;314.2;314.22;58178
SBER;5;20260302;161500;314.22;314.25;314.2;314.22;48747
SBER;5;20260302;162000;314.21;314.25;314.2;314.2;75686
SBER;5;20260302;162500;314.21;314.21;314;314.01;47472
SBER;5;20260302;163000;314;314.06;313.97;314.04;63804
SBER;5;20260302;163500;314.05;314.1;313.99;314;61647
SBER;5;20260302;164000;313.99;314;313.87;313.89;104806
SBER;5;20260302;164500;313.89;313.93;313.75;313.8;86968
SBER;5;20260302;165000;313.8;313.86;313.71;313.83;50480
SBER;5;20260302;165500;313.83;313.85;313.72;313.79;90123
SBER;5;20260302;170000;313.8;313.97;313.77;313.9;59812
SBER;5;20260302;170500;313.91;313.99;313.9;313.96;34778
SBER;5;20260302;171000;313.96;314;313.92;313.94;33902
SBER;5;20260302;171500;313.95;314;313.91;313.91;55696
SBER;5;20260302;172000;313.92;313.94;313.91;313.91;46716
SBER;5;20260302;172500;313.91;313.92;313.7;313.7;201233
SBER;5;20260302;173000;313.7;313.88;313.7;313.77;239638
SBER;5;20260302;173500;313.77;314;313.7;313.72;181396
SBER;5;20260302;174000;313.75;313.84;313.61;313.66;194340
SBER;5;20260302;174500;313.66;314;313.5;313.68;297848
SBER;5;20260302;175000;313.68;313.77;313.5;313.52;195202
SBER;5;20260302;175500;313.52;313.65;313.32;313.43;254609
SBER;5;20260302;180000;313.45;313.51;313.25;313.32;198461
SBER;5;20260302;180500;313.34;313.34;313.11;313.13;230067
SBER;5;20260302;181000;313.13;313.37;313.12;313.25;210819
SBER;5;20260302;181500;313.27;313.57;313.21;313.38;248512
SBER;5;20260302;182000;313.4;313.4;313.2;313.2;158092
SBER;5;20260302;182500;313.23;313.25;313.15;313.17;202970
SBER;5;20260302;183000;313.18;313.44;313.13;313.44;191815
SBER;5;20260302;183500;313.45;313.57;313.38;313.52;255608
SBER;5;20260302;184500;313.52;313.52;313.52;313.52;12675
SBER;5;20260302;190000;313.53;313.53;313;313.14;188650
SBER;5;20260302;190500;313.15;313.26;313.01;313.23;91747
SBER;5;20260302;191000;313.22;313.23;313.11;313.22;76613
SBER;5;20260302;191500;313.22;313.22;313.04;313.04;95757
SBER;5;20260302;192000;313.04;313.45;313.04;313.44;106536
SBER;5;20260302;192500;313.44;313.5;313.4;313.45;53556
SBER;5;20260302;193000;313.45;313.46;313.33;313.39;38520
SBER;5;20260302;193500;313.39;313.5;313.38;313.5;32775
SBER;5;20260302;194000;313.5;313.69;313.49;313.6;130252
SBER;5;20260302;194500;313.6;313.6;313.48;313.5;36044
SBER;5;20260302;195000;313.5;313.65;313.5;313.57;38924
SBER;5;20260302;195500;313.57;313.78;313.56;313.68;69660
SBER;5;20260302;200000;313.68;313.89;313.57;313.88;97335
SBER;5;20260302;200500;313.88;314.11;313.8;314.08;160925
SBER;5;20260302;201000;314.08;314.08;313.85;313.91;34043
SBER;5;20260302;201500;313.9;314;313.84;313.95;39763
SBER;5;20260302;202000;313.95;313.97;313.79;313.88;62914
SBER;5;20260302;202500;313.88;313.89;313.38;313.64;156542
SBER;5;20260302;203000;313.64;313.86;313.64;313.83;34249
SBER;5;20260302;203500;313.82;313.89;313.8;313.89;33118
SBER;5;20260302;204000;313.89;313.89;313.8;313.84;15735
SBER;5;20260302;204500;313.84;313.85;313.7;313.7;24622
SBER;5;20260302;205000;313.77;313.83;313.64;313.8;23983
SBER;5;20260302;205500;313.79;313.82;313.55;313.63;37609
SBER;5;20260302;210000;313.63;313.69;313.47;313.64;69456
SBER;5;20260302;210500;313.64;313.68;313.4;313.6;50394
SBER;5;20260302;211000;313.59;313.61;313.5;313.52;15724
SBER;5;20260302;211500;313.52;313.64;313.52;313.58;6539
SBER;5;20260302;212000;313.58;313.65;313.55;313.57;21327
SBER;5;20260302;212500;313.59;313.61;313.48;313.53;19106
SBER;5;20260302;213000;313.52;313.62;313.5;313.62;8451
SBER;5;20260302;213500;313.65;313.67;313.51;313.56;8469
SBER;5;20260302;214000;313.56;313.57;313.55;313.57;6598
SBER;5;20260302;214500;313.57;313.59;313.5;313.52;9672
SBER;5;20260302;215000;313.52;313.66;313.52;313.65;11663
SBER;5;20260302;215500;313.64;313.65;313.32;313.46;32762
SBER;5;20260302;220000;313.46;313.65;313.46;313.63;21483
SBER;5;20260302;220500;313.63;313.65;313.5;313.6;25653
SBER;5;20260302;221000;313.6;313.69;313.59;313.62;26192
SBER;5;20260302;221500;313.63;313.65;313.61;313.62;9018
SBER;5;20260302;222000;313.62;313.63;313.61;313.63;11321
SBER;5;20260302;222500;313.63;313.87;313.62;313.87;40350
SBER;5;20260302;223000;313.87;313.87;313.76;313.82;12373
SBER;5;20260302;223500;313.82;313.82;313.74;313.76;20417
SBER;5;20260302;224000;313.76;313.78;313.61;313.62;12325
SBER;5;20260302;224500;313.62;313.62;313.6;313.6;13927
SBER;5;20260302;225000;313.6;313.7;313.59;313.64;27522
SBER;5;20260302;225500;313.64;313.67;313.58;313.65;16992
SBER;5;20260302;230000;313.65;313.75;313.63;313.71;12281
SBER;5;20260302;230500;313.73;313.95;313.67;313.93;35189
SBER;5;20260302;231000;313.93;314;313.82;313.99;135184
SBER;5;20260302;231500;313.98;313.99;313.77;313.83;29563
SBER;5;20260302;232000;313.83;313.87;313.6;313.67;63526
SBER;5;20260302;232500;313.64;313.77;313.64;313.72;36184
SBER;5;20260302;233000;313.72;313.72;313.51;313.56;37416
SBER;5;20260302;233500;313.56;313.56;313.4;313.43;58286
SBER;5;20260302;234000;313.49;313.66;313.43;313.66;28754
SBER;5;20260302;234500;313.57;313.79;313.57;313.58;70060
SBER;5;20260303;070000;313.79;314;313.55;313.59;84192
SBER;5;20260303;070500;313.59;313.59;313.01;313.09;126319
SBER;5;20260303;071000;313.08;313.2;312.68;313.13;219174
SBER;5;20260303;071500;313.12;313.2;312.75;312.82;144837
SBER;5;20260303;072000;312.83;313.13;312.8;313.13;65542
SBER;5;20260303;072500;313.13;313.13;312.9;313.09;51557
SBER;5;20260303;073000;313.09;313.25;313.02;313.17;64907
SBER;5;20260303;073500;313.07;313.28;313.06;313.24;103208
SBER;5;20260303;074000;313.25;313.25;313;313;104418
SBER;5;20260303;074500;313.09;313.09;312.9;312.9;37333
SBER;5;20260303;075000;312.91;313.01;312.89;312.98;37873
SBER;5;20260303;075500;312.96;313.09;312.96;313.03;84726
SBER;5;20260303;080000;313.03;313.07;312.86;313.02;86985
SBER;5;20260303;080500;313.02;313.05;313;313.02;30082
SBER;5;20260303;081000;313.01;313.17;313.01;313.17;25702
SBER;5;20260303;081500;313.17;313.38;313.11;313.38;39230
SBER;5;20260303;082000;313.37;313.49;313.24;313.25;121971
SBER;5;20260303;082500;313.23;313.3;313.17;313.3;15696
SBER;5;20260303;083000;313.3;313.32;313.23;313.29;17832
SBER;5;20260303;083500;313.29;313.32;313.22;313.24;10933
SBER;5;20260303;084000;313.23;313.24;313.13;313.19;63700
SBER;5;20260303;084500;313.19;313.27;313.13;313.16;25816
SBER;5;20260303;085000;313.16;313.25;313.13;313.17;22294
SBER;5;20260303;085500;313.17;313.27;313.16;313.27;26131
SBER;5;20260303;090000;313.27;313.45;313;313.08;208987
SBER;5;20260303;090500;313.1;313.18;312.95;313;102813
SBER;5;20260303;091000;313.01;313.2;312.87;312.91;120881
SBER;5;20260303;091500;312.9;313.01;312.71;312.8;124544
SBER;5;20260303;092000;312.8;313.04;312.79;312.98;94444
SBER;5;20260303;092500;312.98;313;312.83;312.87;46819
SBER;5;20260303;093000;312.91;312.98;312.8;312.82;66361
SBER;5;20260303;093500;312.82;312.85;312.71;312.71;45814
SBER;5;20260303;094000;312.72;312.89;312.68;312.82;102756
SBER;5;20260303;094500;312.83;312.84;312.69;312.81;29944
SBER;5;20260303;095000;312.8;312.81;312.7;312.79;58439
SBER;5;20260303;095500;312.75;312.8;312.41;312.45;339811
SBER;5;20260303;100000;312.45;312.6;312.4;312.53;278029
SBER;5;20260303;100500;312.54;312.55;312.24;312.28;232538
SBER;5;20260303;101000;312.28;312.3;312.04;312.23;335918
SBER;5;20260303;101500;312.25;312.3;312.04;312.07;260382
SBER;5;20260303;102000;312.07;312.08;311.7;311.99;714747
SBER;5;20260303;102500;311.99;312;311.8;311.88;211211
SBER;5;20260303;103000;311.88;312.34;311.78;312.29;266226
SBER;5;20260303;103500;312.29;312.66;312.11;312.59;165215
SBER;5;20260303;104000;312.58;313.06;312.53;312.91;156509
SBER;5;20260303;104500;312.92;312.99;312.82;312.95;69642
SBER;5;20260303;105000;312.95;313.01;312.91;313;65133
SBER;5;20260303;105500;313;313.3;313;313.3;327415
SBER;5;20260303;110000;313.3;313.48;313.17;313.33;151261
SBER;5;20260303;110500;313.33;313.35;313.14;313.16;47149
SBER;5;20260303;111000;313.16;313.48;313.15;313.47;110927
SBER;5;20260303;111500;313.47;313.48;313.27;313.38;86480
SBER;5;20260303;112000;313.38;313.42;313.37;313.4;36037
SBER;5;20260303;112500;313.4;313.41;313.28;313.41;58460
SBER;5;20260303;113000;313.4;313.96;313.24;313.42;343991
SBER;5;20260303;113500;313.41;313.71;313.31;313.68;161275
SBER;5;20260303;114000;313.68;313.8;313.55;313.69;83797
SBER;5;20260303;114500;313.69;313.69;313.4;313.46;119711
SBER;5;20260303;115000;313.45;313.46;313.31;313.32;23824
SBER;5;20260303;115500;313.32;313.34;313.04;313.07;78096
SBER;5;20260303;120000;313.11;313.11;312.9;312.98;123725
SBER;5;20260303;120500;312.97;313;312.6;312.66;147850
SBER;5;20260303;121000;312.63;312.77;312.4;312.76;130870
SBER;5;20260303;121500;312.77;312.93;312.75;312.77;44005
SBER;5;20260303;122000;312.77;312.77;312.12;312.26;248809
SBER;5;20260303;122500;312.26;312.4;312.11;312.39;203653
SBER;5;20260303;123000;312.38;312.47;312.1;312.28;214755
SBER;5;20260303;123500;312.25;312.47;312.25;312.44;56666
SBER;5;20260303;124000;312.44;312.5;312.4;312.44;59334
SBER;5;20260303;124500;312.44;312.5;312.43;312.5;38242
SBER;5;20260303;125000;312.5;312.5;312.48;312.5;91275
SBER;5;20260303;125500;312.5;312.54;312.49;312.51;101743
SBER;5;20260303;130000;312.5;312.51;312.12;312.2;203198
SBER;5;20260303;130500;312.21;312.21;312.07;312.12;104380
SBER;5;20260303;131000;312.12;312.17;312.08;312.15;44648
SBER;5;20260303;131500;312.17;312.25;312.08;312.1;53201
SBER;5;20260303;132000;312.09;312.16;312.01;312.16;117965
SBER;5;20260303;132500;312.16;312.35;312.15;312.29;67278
SBER;5;20260303;133000;312.29;312.29;312;312.18;145880
SBER;5;20260303;133500;312.18;312.31;312.1;312.11;50269
SBER;5;20260303;134000;312.11;312.2;311.9;311.91;206237
SBER;5;20260303;134500;311.91;312;311.81;311.99;175842
SBER;5;20260303;135000;311.99;312.16;311.98;312.15;67584
SBER;5;20260303;135500;312.16;312.34;312.15;312.28;37389
SBER;5;20260303;140000;312.28;312.35;312.22;312.29;32172
SBER;5;20260303;140500;312.31;312.31;312;312.08;82098
SBER;5;20260303;141000;312.09;312.37;312.08;312.37;61253
SBER;5;20260303;141500;312.37;312.63;312.36;312.57;77264
SBER;5;20260303;142000;312.56;312.66;312.55;312.6;18592
SBER;5;20260303;142500;312.59;312.59;312.4;312.47;86734
SBER;5;20260303;143000;312.47;312.5;312.44;312.45;99460
SBER;5;20260303;143500;312.44;312.67;312.44;312.67;67505
SBER;5;20260303;144000;312.67;312.71;312.55;312.65;44540
SBER;5;20260303;144500;312.65;312.71;312.46;312.61;69450
SBER;5;20260303;145000;312.61;312.61;312.44;312.45;29468
SBER;5;20260303;145500;312.44;312.53;312.44;312.52;65035
SBER;5;20260303;150000;312.53;312.75;312.52;312.58;39388
SBER;5;20260303;150500;312.58;312.62;312.57;312.58;63595
SBER;5;20260303;151000;312.58;312.61;312.44;312.44;82412
SBER;5;20260303;151500;312.45;312.57;312.44;312.44;32057
SBER;5;20260303;152000;312.44;312.46;312;312.19;128293
SBER;5;20260303;152500;312.2;312.4;312.2;312.33;81689
SBER;5;20260303;153000;312.33;312.34;312.22;312.29;28118
SBER;5;20260303;153500;312.29;312.32;312.25;312.29;22890
SBER;5;20260303;154000;312.29;312.32;312.2;312.26;44364
SBER;5;20260303;154500;312.24;312.5;312.21;312.48;92821
SBER;5;20260303;155000;312.48;312.59;312.33;312.48;69848
SBER;5;20260303;155500;312.48;312.48;312.13;312.22;87062
SBER;5;20260303;160000;312.23;312.24;312.1;312.22;97270
SBER;5;20260303;160500;312.19;312.23;312;312.04;65700
SBER;5;20260303;161000;312.04;312.04;311.81;312;159917
SBER;5;20260303;161500;312;312.07;311.98;312.03;76345
SBER;5;20260303;162000;312.06;312.06;311.75;311.8;243060
SBER;5;20260303;162500;311.8;311.83;311.7;311.8;209902
SBER;5;20260303;163000;311.79;311.8;311.51;311.54;312159
SBER;5;20260303;163500;311.55;311.58;311.15;311.2;516212
SBER;5;20260303;164000;311.19;311.61;311.04;311.52;453115
SBER;5;20260303;164500;311.52;311.67;311.41;311.62;226385
SBER;5;20260303;165000;311.62;312.07;311.61;312.01;309467
SBER;5;20260303;165500;312.03;312.4;312;312.35;353706
SBER;5;20260303;170000;312.35;312.55;312.3;312.5;241842
SBER;5;20260303;170500;312.5;312.6;312.38;312.59;193599
SBER;5;20260303;171000;312.59;312.76;312.55;312.73;236795
SBER;5;20260303;171500;312.73;312.94;312.63;312.7;482310
SBER;5;20260303;172000;312.71;312.73;312.19;312.5;213544
SBER;5;20260303;172500;312.5;312.89;312.47;312.71;152739
SBER;5;20260303;173000;312.7;312.8;312.59;312.67;141860
SBER;5;20260303;173500;312.68;312.84;312.66;312.77;147218
SBER;5;20260303;174000;312.79;312.86;312.56;312.62;158144
SBER;5;20260303;174500;312.63;312.67;312.22;312.23;116238
SBER;5;20260303;175000;312.22;312.23;312.1;312.11;100215
SBER;5;20260303;175500;312.1;312.21;312.1;312.15;86706
SBER;5;20260303;180000;312.15;312.16;311.79;311.92;180811
SBER;5;20260303;180500;311.9;311.97;311.7;311.96;76754
SBER;5;20260303;181000;311.92;312.07;311.78;311.79;226393
SBER;5;20260303;181500;311.78;311.84;311.44;311.53;336183
SBER;5;20260303;182000;311.52;311.65;311.27;311.36;363120
SBER;5;20260303;182500;311.35;311.5;311.25;311.5;206971
SBER;5;20260303;183000;311.48;311.65;311.3;311.55;187248
SBER;5;20260303;183500;311.52;311.65;311.1;311.2;427423
SBER;5;20260303;184500;311.2;311.2;311.2;311.2;109503
SBER;5;20260303;190000;311.23;311.8;311.23;311.61;74901
SBER;5;20260303;190500;311.61;311.61;311.1;311.1;189838
SBER;5;20260303;191000;311.11;311.46;311;311.41;277004
SBER;5;20260303;191500;311.41;311.41;311.32;311.32;16947
SBER;5;20260303;192000;311.33;311.63;311.25;311.42;42496
SBER;5;20260303;192500;311.42;311.54;311.21;311.37;43737
SBER;5;20260303;193000;311.38;311.46;311.3;311.3;23382
SBER;5;20260303;193500;311.35;311.38;311.28;311.37;18988
SBER;5;20260303;194000;311.38;311.49;311.35;311.4;48586
SBER;5;20260303;194500;311.4;311.56;311.3;311.45;46877
SBER;5;20260303;195000;311.45;311.7;311.42;311.7;20810
SBER;5;20260303;195500;311.7;311.78;311.6;311.72;54533
SBER;5;20260303;200000;311.72;311.75;311.43;311.68;121891
SBER;5;20260303;200500;311.69;311.69;311.53;311.58;8441
SBER;5;20260303;201000;311.59;311.59;311.4;311.46;74497
SBER;5;20260303;201500;311.46;311.48;311.43;311.45;11651
SBER;5;20260303;202000;311.45;311.45;311.4;311.43;43991
SBER;5;20260303;202500;311.43;311.69;311.42;311.64;34629
SBER;5;20260303;203000;311.65;311.8;311.64;311.7;48037
SBER;5;20260303;203500;311.7;311.8;311.67;311.71;22512
SBER;5;20260303;204000;311.71;311.75;311.59;311.74;25307
SBER;5;20260303;204500;311.74;311.77;311.65;311.76;23578
SBER;5;20260303;205000;311.75;311.84;311.71;311.81;47298
SBER;5;20260303;205500;311.81;311.87;311.71;311.86;27392
SBER;5;20260303;210000;311.86;311.95;311.82;311.89;25194
SBER;5;20260303;210500;311.89;311.96;311.86;311.95;39346
SBER;5;20260303;211000;311.95;311.97;311.89;311.97;22754
SBER;5;20260303;211500;311.96;311.99;311.84;311.85;26213
SBER;5;20260303;212000;311.85;311.89;311.81;311.82;15883
SBER;5;20260303;212500;311.81;311.92;311.8;311.92;12106
SBER;5;20260303;213000;311.92;311.92;311.61;311.7;24022
SBER;5;20260303;213500;311.7;311.85;311.66;311.74;22048
SBER;5;20260303;214000;311.74;311.81;311.65;311.77;31031
SBER;5;20260303;214500;311.78;311.83;311.7;311.79;17257
SBER;5;20260303;215000;311.79;311.83;311.73;311.79;11001
SBER;5;20260303;215500;311.78;311.88;311.75;311.88;11594
SBER;5;20260303;220000;311.88;311.88;311.81;311.83;11673
SBER;5;20260303;220500;311.83;311.9;311.8;311.88;58973
SBER;5;20260303;221000;311.89;311.98;311.86;311.94;58165
SBER;5;20260303;221500;311.92;311.98;311.83;311.84;9021
SBER;5;20260303;222000;311.84;311.84;311.8;311.83;6904
SBER;5;20260303;222500;311.82;311.83;311.63;311.8;44959
SBER;5;20260303;223000;311.8;311.89;311.77;311.83;11037
SBER;5;20260303;223500;311.83;311.9;311.82;311.85;10608
SBER;5;20260303;224000;311.83;311.88;311.66;311.67;15139
SBER;5;20260303;224500;311.67;311.89;311.58;311.84;28470
SBER;5;20260303;225000;311.85;311.98;311.76;311.92;98754
SBER;5;20260303;225500;311.93;311.97;311.84;311.96;13626
SBER;5;20260303;230000;311.96;311.97;311.82;311.86;25001
SBER;5;20260303;230500;311.85;311.87;311.55;311.58;46426
SBER;5;20260303;231000;311.55;311.75;311.55;311.67;11599
SBER;5;20260303;231500;311.67;311.74;311.67;311.71;17066
SBER;5;20260303;232000;311.71;311.88;311.71;311.8;22011
SBER;5;20260303;232500;311.8;311.8;311.78;311.78;17942
